id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
448104,Modern Charm in Downtown Vancouver,179396,Lili,,West End,49.281453094567986,-123.12581988066572,Entire home/apt,138,3,208,2017-09-23,3.17,2,85
14304960,Good Location Room!,25176803,Yuya,,West End,49.28458334666074,-123.1384760533943,Shared room,25,1,0,,,1,0
4589151,Heart of Downtown With Ocean Views,10282855,Lauren,,West End,49.2826245148276,-123.12648577624263,Entire home/apt,170,5,5,2017-05-27,0.16,1,278
4130366,Best view in Vancouver,21263259,Home From Home,,West End,49.28301766219656,-123.14178978156411,Entire home/apt,300,1,63,2017-09-21,1.76,6,327
14468643,Central Downtown View,89173677,Willem,,West End,49.28281346768159,-123.1276868226526,Private room,197,3,24,2017-02-26,1.77,2,0
6452450,Hotel Apartment,16538256,Dusan,,West End,49.29224763233298,-123.13429779789247,Entire home/apt,105,30,4,2016-09-04,0.14,1,0
8541789,Gorgeous central downtown apt.,3667996,Olay,,West End,49.282232131013984,-123.12582932367279,Private room,80,1,0,,,1,0
8291873,"Downtown modern 1BR+ den, wifi, gym",2400319,Luke,,West End,49.287480365324775,-123.12666519110357,Entire home/apt,85,14,10,2016-06-27,0.41,1,0
8447007,"BEAUTIFUL SUITE, AMAZING LOCATION!",44308433,Aaron & Ian,,West End,49.28200643645573,-123.12518401904386,Entire home/apt,199,1,139,2017-09-29,5.58,3,52
14609191,Nearby ocean and New 海边公寓到达海边仅步行5分钟,78210350,Ying,,West End,49.29057835888613,-123.13439698185934,Entire home/apt,115,2,42,2017-09-20,3.11,2,362
17925646,Amazing one bedroom in the heart of the Westend,15797531,Emilyn,,West End,49.28773846099624,-123.13345214524672,Entire home/apt,160,2,6,2017-09-24,1.30,1,68
1229153,*SUNBEAMS & SWEET DREAMS HAPPEN HERE*,6703601,David & Malcolm,,West End,49.28011948740469,-123.13312613480514,Private room,158,2,139,2017-09-16,2.69,1,357
9453962,Comfy King bed downtown with ocean view!,939732,Robin,,West End,49.28224768185437,-123.13600551675783,Entire home/apt,150,7,0,,,1,0
475510,Beautiful Downtown Apartment,2357583,Lisa,,West End,49.28436024655033,-123.1254270102365,Entire home/apt,230,2,13,2015-08-31,0.20,3,0
14745920,Downtown Vancouver 2 bdrm apt - Great View!,86947867,Meg,,West End,49.28198003163401,-123.1278748264489,Entire home/apt,150,3,1,2017-08-07,0.49,1,0
19808555,"5 bd, 4 ba: Heart of Downtown",139901056,Summer West,,West End,49.28030800991708,-123.13099619348532,Entire home/apt,621,1,1,2017-08-18,0.60,4,199
11064314,Charming West-end Condo Close to Everything!,57424845,Andy,,West End,49.28995481623922,-123.13598590091776,Entire home/apt,73,1,126,2017-09-30,6.62,1,193
17875175,Heart of Downtown/Renovated Luxury 2 Bed & 2 Bath,122373921,Hossein,,West End,49.28598841075279,-123.12703383448897,Entire home/apt,280,1,25,2017-09-15,3.99,1,336
7917793,Downtown Vancouver Condo,41750209,Laureen,,West End,49.28521805536888,-123.13962476282279,Entire home/apt,75,4,2,2016-12-22,0.08,1,0
15789750,COAL HARBOR: COZY 1 BR SUITE,101661936,Luna,,West End,49.28754416964472,-123.12650239790021,Entire home/apt,155,3,39,2017-09-07,3.47,1,61
19682676,MOUNTAIN VIEWS IN THE MOVIES - CITY CENTRE,64269803,Laurel,,West End,49.2899601461072,-123.13189345404543,Entire home/apt,181,1,10,2017-09-07,4.55,3,79
19504588,Lovely one bedroom in English Bay,136945473,Dannah,,West End,49.28743363296378,-123.13635053728436,Entire home/apt,150,1,2,2017-08-24,0.71,1,0
12174534,Spacious apartment by beach!!,9157418,Missy,,West End,49.27992896598667,-123.13229523638196,Entire home/apt,120,1,8,2016-09-18,0.45,1,179
8815813,Sunset Beach & Eng. Bay Hideaway,46181774,Jeff,,West End,49.28056074857919,-123.13618712492683,Entire home/apt,240,2,2,2016-07-12,0.13,1,0
13911209,One Bedroom apartment. Vancouver Downtown -600sqft,82512297,Leonardo,,West End,49.27968276044852,-123.13558822253907,Entire home/apt,140,4,1,2016-08-07,0.07,1,0
11191454,DOWNTOWN VANCOUVER OCEAN VIEW TWO BEDROOM TWO BATH,36967637,Sophia,,West End,49.287652216667794,-123.12838730606805,Entire home/apt,160,1,7,2017-08-19,0.46,4,79
11584605,City Center Modern One Bedroom,1103248,Jane,,West End,49.2800185681258,-123.13045343100607,Entire home/apt,175,2,26,2017-09-02,1.36,1,295
18576703,STEPS AWAY FROM VANCOUVER'S ATTRACTIONS,11063197,Monika,,West End,49.28959601854113,-123.1378993452596,Entire home/apt,100,1,34,2017-09-24,6.80,2,2
10437696,Studio Apt Westend/Downtown Van.,48776766,Richard,,West End,49.28767769263708,-123.13213505600035,Entire home/apt,90,3,6,2016-05-20,0.28,1,0
19647172,Beautiful Room in the Heart of the West End,26498514,Delaram,,West End,49.28672027346505,-123.13375987654327,Private room,93,2,2,2017-08-11,1.00,2,188
20234976,Stunning Stylish Balcony Downtown,135746482,Zac,,West End,49.290929398060406,-123.13449560927157,Private room,188,2,1,2017-09-03,0.88,1,87
20218547,Stay with the Local Guru in an UNBEATABLE location,120561902,Dario,,West End,49.28380750070542,-123.12395488391459,Private room,78,2,14,2017-10-03,6.77,2,73
20480688,Bachelor Apartment in Vancouver's West End,110902198,Juliana,,West End,49.28395372713061,-123.1354153069607,Private room,119,1,7,2017-10-01,6.00,1,166
9650827,Private Room in Westend,8736790,Michael,,West End,49.290088442352676,-123.13780312366994,Private room,100,2,12,2016-08-09,0.63,1,348
18582293,Central but peaceful!,128913139,Jessie,,West End,49.28482013284412,-123.12880353696399,Entire home/apt,170,30,20,2017-09-14,3.87,1,90
11207279,Modern Boutique Style on the Park,5154126,Connie,,West End,49.29228623878715,-123.13623523320642,Entire home/apt,119,28,61,2017-08-09,3.17,1,98
16007788,Charming 2Bed heart of Down Town,75796349,Imad,,West End,49.28155462523912,-123.1259422810055,Entire home/apt,213,2,6,2017-07-08,1.33,1,31
18055787,Bright Space Near the Beach and Davie Village,124270036,Rita,,West End,49.28241103647393,-123.13470660297565,Entire home/apt,160,2,6,2017-08-27,1.34,1,0
3817564,Great Studio in Downtown Vancouver,15868441,Patrick,,West End,49.28165088292047,-123.12671611897555,Entire home/apt,105,1,5,2015-07-28,0.13,1,0
17438123,An oasis of calmness in hectic DT Vancouver,117882824,Stefanie,,West End,49.28444841477009,-123.12253109972555,Entire home/apt,96,2,26,2017-10-01,4.33,1,115
4538866,West end Vancouver apartment,21014034,Alejandro,,West End,49.278205524249,-123.1326904383007,Entire home/apt,80,1,4,2017-01-08,0.12,1,0
8519800,Amazing Light Designer 1BR West End Apt Vancouver,2149918,Eduard,,West End,49.28313954338959,-123.13888714468386,Entire home/apt,180,2,2,2017-07-21,0.71,1,0
15663194,The Heart of the West End,33946112,Joe,,West End,49.28242065153169,-123.13367556113137,Entire home/apt,130,2,10,2017-08-13,0.90,1,0
1769515,STUDIO + Den in Downtown Vancouver,9296402,Amber,,West End,49.28710438736114,-123.12751268803257,Entire home/apt,120,1,62,2017-09-12,1.34,1,339
13997019,2 Bedroom in a perfect location.,42613099,Bejo,,West End,49.282495834590485,-123.12548681935277,Entire home/apt,175,3,21,2017-09-28,1.43,1,102
1343519,*Best choice in downtown-5 Stars*,70137,Kai,,West End,49.280731525769546,-123.13042918128514,Private room,95,2,31,2017-09-17,0.75,3,345
19890259,English Bay Retreat | Ocean View,67516582,Taylor,,West End,49.281237675492335,-123.13435216736409,Entire home/apt,250,2,1,2017-07-25,0.39,1,0
19857472,Cozy beach bungalow in the west end.,55354878,Landon,,West End,49.279805241447974,-123.1361085597859,Entire home/apt,125,4,27,2017-09-28,9.64,1,28
16711751,Private Room with view on Stanley Park,109188971,Pablo,,West End,49.28821318372814,-123.12714423255832,Private room,105,3,2,2017-08-23,0.23,2,141
3992245,Beautiful downtown 2 bedroom apt.,18512037,Mehdi,,West End,49.2860892975582,-123.12737447455856,Entire home/apt,180,20,12,2017-08-29,0.32,1,286
12548477,Sweet dreams,68010340,Joe,,Riley Park,49.23887834229753,-123.10246243755907,Private room,59,1,58,2017-09-21,3.47,4,359
17558054,Large Fraserhood 1 Bedroom Appartment,110826245,Zach,,Riley Park,49.248803414253175,-123.09150904429467,Entire home/apt,63,4,5,2017-08-28,0.94,1,0
506638,Sweet 2 BDR Close to Trendy Main St,1401631,Sunyata,,Riley Park,49.255266760380565,-123.09217641810872,Entire home/apt,119,1,114,2016-09-28,1.85,1,0
2540420,Brand New 2 bedroom Coach House ,13009251,Suzanne,,Riley Park,49.23400326705351,-123.09865764268594,Entire home/apt,225,3,44,2017-09-12,1.06,1,306
10710364,Main Street Cozy Garden Suite: free parking,10375254,Dara,,Riley Park,49.24363469942506,-123.09620699145896,Entire home/apt,95,2,61,2017-09-30,3.12,2,60
20756747,Sophia Suite,148670272,Jenny,,Riley Park,49.235274107671444,-123.10023852206065,Entire home/apt,150,3,0,,,1,176
252215,"Central, Quiet, Private & Complete",1323438,Adi,,Riley Park,49.25154548582856,-123.0907317938707,Entire home/apt,100,7,45,2016-09-24,0.65,1,343
4777053,Queen-sized Bedroom near QE Park,3223934,Andre,,Riley Park,49.235329156767605,-123.1017945671032,Private room,60,4,1,2017-08-31,0.81,3,324
12888961,Sunny room,68010340,Joe,,Riley Park,49.239825509765204,-123.10172580098249,Private room,59,1,83,2017-09-21,5.02,4,355
8616836,"Bright boutique studio, Mt Pleasant",29308677,Allison And Steve,,Riley Park,49.2475440115039,-123.09044717833629,Entire home/apt,75,6,2,2017-03-03,0.09,1,0
19502408,Private Studio in Town House off Main Street,32920726,Irene,,Riley Park,49.237301072640676,-123.09653571252169,Entire home/apt,75,5,2,2017-09-16,1.13,1,6
18561568,Modern Apartment In Heart of East Van,128858330,Daniel,,Riley Park,49.24879161281459,-123.090919623296,Entire home/apt,165,3,7,2017-09-03,2.47,1,160
1349577,"Queen-Bedroom, Guest House",3223934,Andre,,Riley Park,49.23349760726385,-123.10055652668787,Private room,65,4,23,2017-10-05,0.57,3,331
16677739,Standard bedroom nearby Oakridge skytrain station.,94540807,Leo,,Riley Park,49.23317551870435,-123.10474055192913,Private room,58,10,0,,,2,89
18608711,Cozy 1 bedroom suite near happening Main street.,17725676,Daniel,,Riley Park,49.245792758436835,-123.09753749014942,Entire home/apt,80,1,35,2017-10-03,9.46,1,116
4995055,Bright & Light Main St. Garden Suite,3959207,Rob&Kea,,Riley Park,49.24379547190038,-123.09633724737118,Entire home/apt,90,5,14,2017-09-08,2.73,2,163
18736292,Main Street Vancouver Style,72757706,Tara,,Riley Park,49.233290906530534,-123.09981219576447,Entire home/apt,109,3,16,2017-09-30,4.95,1,125
16218564,2 bdrm brand new suite Oakridge Canada Line,5233549,Joyce,,Riley Park,49.23587231166916,-123.1105954150651,Entire home/apt,199,1,2,2017-06-16,0.49,4,132
14266530,"Beautiful Langara, 2 Bdrm Charming Garden Suite",86942788,Colleen,,Riley Park,49.245728700600274,-123.09964077268398,Entire home/apt,169,2,14,2017-08-30,1.00,1,104
3843033,1 BD on Main St  - Vancouver BC,18750962,Beth,,Riley Park,49.24743239463554,-123.10247841826293,Entire home/apt,80,1,2,2016-06-26,0.11,1,0
14972569,Double shared room sleeps 2,94313437,Joy,,Riley Park,49.234167946175475,-123.104825254811,Shared room,75,7,0,,,1,0
7563070,Garden Sanctuary off Main Street,27671349,Kelly,,Riley Park,49.24854779446126,-123.10343516612835,Private room,65,2,49,2017-10-01,2.10,1,278
18888860,Private Room on Main Street!,10660143,Tommy,,Riley Park,49.247876684641895,-123.10172899773987,Private room,95,1,9,2017-09-26,2.57,1,59
20711245,"Modern Studio in Mount Pleasant sleeps 4, parking",30497440,Eileen And Roy,,Riley Park,49.255751724968405,-123.09907639356099,Entire home/apt,89,3,5,2017-09-22,4.69,1,321
883496,NEW APARTMENT IN FUNKY MT PLEASANT,4677174,Martha,,Riley Park,49.25202029744506,-123.10507655626427,Entire home/apt,80,3,149,2017-09-27,2.74,1,304
20215396,2 Bdrm Garden Suite in the hub of popular Main St,14336814,Jo-Anne,,Riley Park,49.25496044638383,-123.09674250318231,Entire home/apt,150,2,16,2017-09-24,7.74,1,338
18936235,Bright and Beautiful 1 bed in Mt. Pleasant,46322456,Roco,,Riley Park,49.251067409208716,-123.10156393147732,Entire home/apt,99,2,16,2017-09-22,3.87,1,131
12090777,Newly renovated 1 bdrm garden suite,54373494,Tammi,,Riley Park,49.25505003450582,-123.0974497902436,Entire home/apt,105,5,43,2017-10-02,2.40,1,247
20675798,"The Big Room, Master Suite King size bed + Jacuzzi",45662126,Sam & Catriel,,Riley Park,49.248669304790916,-123.1098708389331,Private room,188,3,5,2017-09-28,4.55,19,84
17526669,"Room C: Private Bathroom, Bright, Central, Laundry",14547886,Sheldon,,Riley Park,49.244165881119734,-123.09417055469231,Private room,50,1,42,2017-09-24,6.00,13,21
10708790,Cozy clean one bedroom off Main St.,12811723,Elizabeth,,Riley Park,49.25508320862106,-123.10264243316563,Entire home/apt,113,2,10,2016-07-03,0.49,1,0
13653230,Brand New Two Bedroom Laneway Home,40821205,Imran,,Riley Park,49.244727615542345,-123.09028076181414,Entire home/apt,205,2,60,2017-09-13,3.86,1,170
4676584,Mel's Van City Pad,2505670,Maryellen,,Riley Park,49.25292162506609,-123.09955580622558,Entire home/apt,175,1,0,,,1,0
17530155,Modern luxury  1 bed  apt   Central Vancouver,118877411,Ellen,,Riley Park,49.248598687856294,-123.0998528705961,Entire home/apt,189,2,14,2017-09-29,2.41,4,335
9901028,Sweet Suite Cambie Village,50918374,Reid And Julia,,Riley Park,49.25541030264311,-123.11286330881208,Entire home/apt,219,5,36,2017-09-05,1.65,1,56
13837849,"3 BR Main St, Family Welcome, King Edward skytrain",69139395,Lisa,,Riley Park,49.250162039669455,-123.10471822287833,Entire home/apt,282,1,12,2017-07-16,0.84,4,143
4668142,Mount Pleasant Home,588322,Elisa,,Riley Park,49.25616487715275,-123.09980704845664,Entire home/apt,110,3,16,2016-09-11,0.47,1,17
17903997,"Great Location, 2 bedroom garden home",122564140,Jess,,Riley Park,49.25557285788879,-123.11053212627095,Entire home/apt,100,2,1,2017-04-24,0.18,1,2
2987914,Cambie Village - 2 bd garden suite,15235172,Vania (Nickname Max),,Riley Park,49.2492772432268,-123.11522701923509,Entire home/apt,120,7,37,2017-08-29,0.93,1,220
3813082,Mountain Views on Main St.,19605423,Laura,,Riley Park,49.25191535993188,-123.10072840885302,Entire home/apt,101,2,11,2015-09-07,0.29,1,190
8173826,House near Little Mountain,3076337,Cl,,Riley Park,49.24528954176618,-123.0934041238636,Entire home/apt,499,5,0,,,1,0
6262107,Main street garden suite,4185684,Ricky And Richard,,Riley Park,49.24932057340244,-123.10065448146247,Entire home/apt,95,2,130,2017-09-14,4.63,1,83
19316699,"Big, comfortable home, newly furnished for 8!",135296770,Harrison,,Riley Park,49.23417261995311,-123.10952036685538,Entire home/apt,300,2,12,2017-09-26,3.75,1,68
8751770,Spacious room with big windows!,41508406,Stef,,Riley Park,49.25445370552358,-123.09101843470947,Private room,71,2,12,2016-10-23,0.78,1,0
18737804,Clean room in a nice area with private bathroom,85682987,Daniel,,Riley Park,49.24770773606825,-123.10985389204973,Private room,60,2,22,2017-09-14,5.20,1,0
14024530,Bright room in quiet neighbourhood,17432571,Sofia,,Riley Park,49.242660010605924,-123.09174021209608,Private room,61,2,3,2016-08-28,0.20,2,0
3636774,Great Suite- Vibrant Main St. 'Hood,18341227,Carolyn,,Riley Park,49.2504354865852,-123.10019419070979,Private room,70,4,0,,,1,0
20069901,1 Bedrm Suite in Cool Restaurant District,10422007,Bruce,,Riley Park,49.249969512231466,-123.1014440187331,Entire home/apt,119,1,6,2017-09-19,3.67,1,51
19889659,Quiet oasis close to VGH & DT,12679319,Ariane,,Riley Park,49.25516524030742,-123.09740636450898,Entire home/apt,80,1,4,2017-09-25,1.56,1,31
15553767,Your Own Bright Townhouse in Fraserhood!,39841287,Eleni,,Riley Park,49.25446699416392,-123.09001401779625,Entire home/apt,65,2,11,2017-08-25,1.01,1,12
4439405,Modern Apartment w/ Parking Incld,1383510,Nathan,,Riley Park,49.24774554081806,-123.0908537088053,Entire home/apt,120,3,1,2015-06-01,0.03,1,188
48411,Private Studio Suite Furnished for4,220556,Laura,,Riley Park,49.248293621759814,-123.11053913700239,Entire home/apt,95,3,129,2017-09-29,1.58,2,4
326816,Top Floor Suite in House Off Main Street,542120,J.,,Riley Park,49.25519533198079,-123.09929256474004,Entire home/apt,95,5,20,2017-07-25,0.31,1,0
18670383,Bright 1 Bedroom+Den Near Main St.,41215176,Sarah,,Riley Park,49.24536026940497,-123.09691275849764,Entire home/apt,96,2,2,2017-07-03,0.58,2,19
5028440,Charming 2BR apt in Mount Pleasant,19070118,Rajan,,Riley Park,49.25206308487069,-123.09094477218792,Private room,115,1,81,2017-10-02,2.68,1,360
21068854,Artistic Character House close to Main Street,10706169,Andrew,,Riley Park,49.234822916844976,-123.10387585497763,Entire home/apt,100,3,2,2017-10-01,2,1,311
2407427,Family Home quiet street great area,12305815,Avi,,Riley Park,49.25058244624692,-123.10589554289547,Entire home/apt,130,5,9,2016-08-08,0.23,1,0
5471069,Main Street & Riley's Little Luxury,22736757,Barbara,,Riley Park,49.24238290228247,-123.10380756770242,Entire home/apt,110,1,175,2017-10-01,5.60,1,293
15930663,Clean & Quiet Room-Central Location,40959395,Monica,,Riley Park,49.24779817805428,-123.1093442554867,Private room,50,2,57,2017-09-09,5.28,1,28
6045404,Bright family home in Trendy Main Street Area,3959207,Rob&Kea,,Riley Park,49.243413272568546,-123.09506946993939,Entire home/apt,499,7,20,2017-08-18,0.75,2,121
13172382,Grand Heritage House in Little Mountain,1532667,Martin,,Riley Park,49.243735130916384,-123.0903391629024,Entire home/apt,275,2,8,2017-08-29,0.55,1,0
3784311,"""Relaxing Garden Level Suite 3bed""",52118,Liliana,,Riley Park,49.248147147988696,-123.10722835538188,Entire home/apt,222,3,37,2017-09-18,1.03,2,320
12565751,"Room A: Bright, Central, Laundry, Balcony",14547886,Sheldon,,Riley Park,49.24444363610785,-123.09311469452018,Private room,56,1,113,2017-09-26,6.48,13,20
18595098,2 houses in one with backyard paradise!,5213892,Heidi,,Riley Park,49.25601857875413,-123.09948426021919,Entire home/apt,1000,5,0,,,3,179
12400665,Secure at the Center of Main St,67053523,Jeff,,Riley Park,49.24276890921637,-123.10210233759206,Shared room,45,1,6,2017-05-28,0.33,1,0
6732143,Modern Micro Suite near Hip Main St,446881,Rebecca And Phil,,Riley Park,49.24993419558359,-123.09645871780128,Entire home/apt,100,2,92,2017-09-24,3.28,1,192
12213994,Contemporary Basement Suite In Heart of Vancouver,60671485,Vivian,,Riley Park,49.247776666969834,-123.11201796462623,Entire home/apt,125,3,30,2017-09-30,1.72,2,339
2046259,Canada Line skytrain Brnd New 2bdrm,5233549,Joyce,,Riley Park,49.23549429617431,-123.10973573918979,Entire home/apt,199,1,6,2017-08-27,0.39,4,132
6207735,Mount Pleasant 1br w Mountain Views,6093475,Sarah,,Riley Park,49.25043530974137,-123.09926626322732,Entire home/apt,99,5,41,2017-09-19,1.41,1,42
19101912,Family Friendly Home in Main St. Neighbourhood,133451355,Jeff,,Riley Park,49.24129273297128,-123.09786342330415,Entire home/apt,225,2,4,2017-09-03,1.43,1,123
21177385,Furnished Room + Private Bath Main St Vancouver,43286078,Richard,,Riley Park,49.23350739781788,-123.10034949177411,Private room,28,7,0,,,4,124
8721425,Quiet Bedroom in Super Location,45774764,Carol,,Riley Park,49.25108019593973,-123.11010041058265,Private room,65,1,15,2017-10-01,0.63,1,184
128866,"Charming two bedroom, can sleep 6",636642,Barbara,,Riley Park,49.2535602358641,-123.09913414468919,Entire home/apt,150,3,120,2017-09-19,1.59,1,116
18397672,Modern welcoming in great location Business Ready,108760439,Victoria,,Riley Park,49.253464129044815,-123.09777900256314,Entire home/apt,100,2,23,2017-09-29,4.57,1,33
20075601,"Charming 1 bdrm, in trendy mount pleasant!",23078083,Lia & Dana,,Riley Park,49.254515531235825,-123.1047499596978,Entire home/apt,199,2,7,2017-08-30,3.09,1,0
7010108,2BDR Modern Cozy Basement w/laundry,21386383,P,,Riley Park,49.23355913030693,-123.10728154018648,Entire home/apt,175,7,38,2017-09-17,1.40,2,342
20412154,"The Scottish Room, Bright room close to Skytrain",9352688,Catriel & Samuel,,Riley Park,49.24815062630663,-123.1121048311999,Private room,94,2,11,2017-10-01,6.73,2,24
20592366,"The Comics Room, 5 min to Skytrain",45662126,Sam & Catriel,,Riley Park,49.250065472717495,-123.10870590849495,Private room,66,2,2,2017-09-25,1.46,19,90
15231551,Cozy Quirky Attic apt - Mount Pleasant/Cambie,3543732,Angela,,Riley Park,49.25492369223452,-123.10866243872124,Entire home/apt,75,2,5,2017-09-25,1.19,1,35
19035665,Mount Pleasant Haven,114414731,Lynn,,Riley Park,49.25624002394913,-123.09764683533709,Entire home/apt,100,3,10,2017-09-19,2.97,1,164
996792,"Stunning, Quiet Vancouver House",406594,Dawn,,Riley Park,49.24335300870369,-123.0962378805433,Entire home/apt,350,3,5,2016-09-24,0.12,8,294
30089,New 2 bed apt in trendy Main St!,51695,Natasha & Paolo,,Riley Park,49.246938558792515,-123.09137061031413,Entire home/apt,95,180,16,2016-02-01,0.36,4,189
12809599,Cute 1 Br in East Van,59761289,Lindsay,,Riley Park,49.25395381373503,-123.1018076557967,Entire home/apt,100,2,7,2017-05-07,0.41,1,0
18199919,Gorgeous apartment near shops and transit,23124759,Lili,,Riley Park,49.25619904549738,-123.10200182512644,Entire home/apt,110,5,2,2017-08-26,0.47,1,0
19019070,"New, modern suite near trendy Main St, sleeps 1-4",9507265,Zoe,,Riley Park,49.25094189398169,-123.09718730179144,Entire home/apt,140,2,22,2017-10-02,5.45,1,125
2520259,Main street bright independent garden suite,1334665,Gaëlle And James,,Riley Park,49.24796932230842,-123.09666250990425,Entire home/apt,90,12,6,2017-07-04,0.16,1,237
18937000,Central Quiet Private Room,58778775,Sebastian,,Riley Park,49.253009124202194,-123.10569798330474,Private room,48,1,2,2017-06-18,0.45,1,0
1717967,2 Bedroom Garden Flat - Main Street,9057463,Mary,,Riley Park,49.24821718329874,-123.0982325124216,Entire home/apt,120,2,155,2017-09-26,3.30,1,290
17593485,Home @ Little Mountain on the bike route,119295976,Clayton,,Riley Park,49.244061358262385,-123.10595747177723,Entire home/apt,175,3,1,2017-08-13,0.55,1,89
1815416,Bright Guest Bedroom w/ Private Bath steps to Main,9508751,Joe,,Riley Park,49.251558087452885,-123.10131275093511,Private room,50,28,19,2017-08-26,0.44,1,310
16790200,Private Bedroom & Bathroom on Charming Main St,16745730,James & Lesley,,Riley Park,49.247352146649376,-123.10164230939358,Private room,80,2,28,2017-09-11,3.43,1,0
6184381,A Retreat in the Park,14656721,Soleil,,Riley Park,49.24785706494846,-123.10708812192264,Entire home/apt,160,30,10,2017-08-21,0.46,1,0
19935796,Huge 4 Bdr. House - Best Location - Outdoor Deck,83644144,Christie & Al,,Riley Park,49.25198761827513,-123.09463432378351,Entire home/apt,451,1,6,2017-10-01,5.45,1,21
6910432,Garden Suite in Character Home,16499428,Sam,,Riley Park,49.24743123439644,-123.10354210646139,Entire home/apt,78,5,5,2015-12-01,0.19,1,0
21098906,House in the City,53449182,Jackie,,Riley Park,49.249324951559466,-123.09843399350537,Entire home/apt,499,2,0,,,1,345
13350002,"Near BC Children's, Main St, ground floor, 2 BR",69139395,Lisa,,Riley Park,49.24841880562406,-123.10291970044251,Entire home/apt,163,2,30,2017-09-28,2.14,4,157
13980504,"**Room #2** is available  (Vancouver, BC)",65757581,YeonSoo,,Riley Park,49.251701848910876,-123.09340128964752,Private room,40,2,34,2017-09-22,2.35,4,355
20214736,"The Chambre Verte, sunny room close to skytrain",45662126,Sam & Catriel,,Riley Park,49.248469553749324,-123.1084137073999,Private room,88,2,4,2017-09-14,2.50,19,44
13188,Great private studio in ideal loc.,51466,Family Guns,,Riley Park,49.245770071782864,-123.10515815885476,Entire home/apt,110,2,141,2017-09-02,1.52,1,127
6140863,Beautiful Central Heritage Home,31855470,Nicole,,Riley Park,49.25433603108173,-123.1101397464708,Entire home/apt,280,4,6,2017-08-24,0.23,1,15
4856515,A Sunny Suite Up Main,24738659,Katrina,,Riley Park,49.243164421464144,-123.10358305754372,Private room,85,1,15,2017-09-10,0.51,3,294
14299311,3bdr Sunshine House!  Between Cambie and Main st,4345401,Krystal,,Riley Park,49.24879744336235,-123.10773052083739,Entire home/apt,333,2,17,2017-09-03,1.20,1,60
9318501,"Private Home/Private room,bathroom in shared space",48363102,James,,Riley Park,49.246379031771724,-123.10357851921235,Private room,80,5,6,2017-10-01,0.32,1,0
6870992,Brand New Suite on Main Street,36008759,Alvaro,,Riley Park,49.25409341524612,-123.09931769975903,Entire home/apt,90,3,2,2015-07-23,0.07,1,0
20623433,Furnished Room on Main Street w/Vancouver Suite,43286078,Richard,,Riley Park,49.234475233076935,-123.09910832400152,Private room,45,7,0,,,4,291
13561853,The Walden Cabins,20952761,Andrew,,Riley Park,49.24332400042115,-123.09883149619708,Private room,35,1,1,2016-07-05,0.07,1,0
12185583,Sunny 1BR in the best neighbourhood,11311638,Megan,,Riley Park,49.25170718898738,-123.10014556967555,Entire home/apt,115,2,28,2017-09-19,1.54,1,78
14626375,Cozy Bedroom 2 Central & Convenient,34592752,Ira,,Riley Park,49.24838731710065,-123.10271109088974,Private room,120,1,14,2017-08-13,1.14,5,0
12709451,"Classic, central Vancouver gem! 3 bdrms 2 baths",12131673,Melissa,,Riley Park,49.25002367472508,-123.09853146601012,Entire home/apt,401,3,4,2017-08-13,1.38,1,40
19656200,Entire garden suite with private entrance & bath,27962,John,,Riley Park,49.255494596689765,-123.09860894965946,Entire home/apt,95,1,45,2017-09-26,15.52,2,67
1768817,SoMa Suite in Main Street Area,9041076,Lynn,,Riley Park,49.24419640144213,-123.10476135421463,Entire home/apt,100,30,59,2017-10-01,1.32,1,0
11512985,Contemporary Coach House in the Heart of Vancouver,60671485,Vivian,,Riley Park,49.24919350757551,-123.11056430682417,Entire home/apt,154,3,36,2017-10-02,1.96,2,321
9137257,Private Room in Suite off Main St.,47586321,Kevin & Jordan,,Riley Park,49.24010350275302,-123.09885166074403,Private room,44,2,8,2017-08-11,0.35,1,24
13249574,"1 Bdrm off Main St. Clean, quiet and convenient.",74501495,Michael,,Riley Park,49.23925917575009,-123.09804002270687,Entire home/apt,88,1,3,2016-09-24,0.19,1,0
3240573,Newly Renovated 1 bedroom Suite,16395434,Erin,,Riley Park,49.244658139307695,-123.09760863335495,Entire home/apt,99,3,96,2017-10-03,2.41,1,15
4224711,Mount Pleasant w/Mountain View,7004656,Emma,,Riley Park,49.247567747329285,-123.09085157206508,Entire home/apt,115,3,13,2016-09-21,0.46,1,0
20573961,Cozy room w locking door in the Heart of the city,20045036,April And AJ,,Riley Park,49.24990467789247,-123.09539811064371,Private room,78,1,5,2017-09-19,4.55,7,86
20136427,"1 BR, Student House, Room F UBC Langara Emily Carr",69139395,Lisa,,Riley Park,49.233246973205716,-123.09830675181907,Private room,35,5,0,,,4,3
4942693,Character Home -Trendy Main Street,25473957,Glencora,,Riley Park,49.24671603618997,-123.09856892936084,Entire home/apt,382,2,2,2017-08-06,0.06,1,296
18213582,Main St Guest Suite,34592752,Ira,,Riley Park,49.248171610258325,-123.10581932310942,Entire home/apt,401,3,11,2017-09-19,2.34,5,158
20933211,The Sleeping Cottage - SOMA area,14385434,Leigh,,Riley Park,49.23396024743693,-123.09688137657747,Entire home/apt,50,1,6,2017-10-03,6,2,271
